NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,User_Score
2.06,0.56,0.38,0.17,3.17,89,22,97,9.1
0.55,1.07,1.41,0.13,3.16,66,60,107,6.8
1.92,0.16,0.99,0.09,3.15,87,42,138,8.9
0.68,0,0,2.46,3.14,83,12,36,6.5
1.06,1.1,0.76,0.22,3.14,73,45,159,6.8
1.87,0.97,0,0.3,3.14,0.01,0.01,37,8
1.7,1.25,0.02,0.16,3.13,87,19,109,8.9
1.41,1.03,0.46,0.23,3.13,91,81,1070,8.9
2.14,0.86,0,0.13,3.12,88,13,0.01,0.01
2.31,0.62,0.14,0.04,3.12,0.01,0.01,0.01,0.01
1.21,1.56,0.06,0.29,3.12,82,43,102,8.5
1.53,1.03,0.1,0.46,3.12,82,57,496,7.8
0.08,0,3.03,0.01,3.12,0.01,0.01,0.01,0.01
0.91,1,1.03,0.17,3.12,81,12,10,7.8
0.55,0.5,1.93,0.13,3.11,83,48,63,9
1.69,0.85,0.14,0.43,3.1,93,45,606,8
0.88,0.94,0.88,0.4,3.1,74,34,1309,5.4
1.99,0.81,0.03,0.27,3.1,96,98,3153,8.9
2.17,0.28,0.55,0.08,3.09,67,28,71,7.9
2.5,0.16,0.01,0.42,3.08,94,23,46,7.9
1.92,0.45,0.64,0.07,3.08,0.01,0.01,0.01,0.01
1.57,0.62,0.55,0.34,3.07,0.01,0.01,0.01,0.01
1.72,1.21,0,0.14,3.07,75,18,22,7.8
1.8,0.98,0,0.29,3.07,74,17,22,7.9
1.75,1.01,0,0.29,3.05,72,16,16,8
1.89,0.88,0.04,0.25,3.05,89,59,895,8.2
1.91,0.84,0,0.29,3.05,75,42,32,7.4
1.94,0.84,0.03,0.24,3.04,93,74,3733,5.8
1.95,0.79,0.02,0.28,3.04,81,75,310,8.1
1.29,1.21,0.06,0.47,3.03,87,107,2775,7.7
1.54,1.33,0,0.16,3.03,0.01,0.01,0.01,0.01
1.85,1.04,0,0.13,3.02,93,46,121,8.5
0.62,1.85,0.12,0.44,3.02,87,26,619,6.3
2.03,0.47,0.45,0.07,3.02,0.01,0.01,0.01,0.01
1.45,1.13,0.07,0.38,3.02,0.01,0.01,0.01,0.01
2.61,0.2,0.01,0.19,3.01,88,41,132,7.3
1.4,1.06,0.08,0.47,3.01,91,94,1509,8.1
1.38,1.32,0.02,0.28,3.01,91,39,1259,8.6
2.04,0.63,0.12,0.22,3,73,78,131,7
1.15,0,0.76,1.09,3,73,24,176,9.2
1.57,1.02,0,0.41,3,0.01,0.01,0.01,0.01
1.61,0.51,0.8,0.07,2.99,0.01,0.01,0.01,0.01
1.67,1.18,0,0.13,2.99,82,23,20,6.6
0.12,1.26,1.16,0.45,2.99,93,24,65,9.1
1.36,0.86,0.64,0.13,2.99,94,37,467,8.5
1.02,1.43,0.05,0.47,2.97,84,85,1907,8.1
1.59,1.01,0,0.38,2.97,85,73,2755,5.9
1.85,0.8,0.04,0.27,2.96,86,68,2661,6.4
1.04,1.37,0.06,0.49,2.96,64,29,94,7.8
1.36,1.15,0.04,0.41,2.96,85,19,78,7.8
1.33,1.1,0.08,0.44,2.95,88,59,573,8.5
1.98,0.58,0.34,0.04,2.94,0.01,0.01,0.01,0.01
2.22,0.51,0.06,0.15,2.94,87,42,93,9
1.45,1.11,0.04,0.33,2.94,0.01,0.01,0.01,0.01
1.83,0.7,0.15,0.26,2.94,93,77,292,7.3
2.07,0.77,0.05,0.05,2.94,79,13,4,7.8
1.76,0.68,0.12,0.37,2.93,85,98,1176,8.3
1.88,0.77,0,0.27,2.93,78,7,702,4.3
0.79,1.92,0,0.21,2.92,0.01,0.01,85,4.2
1.55,0.04,1.19,0.15,2.92,76,40,77,8.8
1.75,0.45,0.62,0.09,2.91,0.01,0.01,0.01,0.01
1.83,0.79,0.03,0.27,2.91,91,74,1702,8.7
1.54,1.14,0,0.22,2.9,73,21,30,8.6
0.08,1.24,1.13,0.45,2.9,93,28,45,9
1.75,0.86,0,0.28,2.89,67,45,19,6.8
0.99,0.32,1.38,0.2,2.89,85,30,16,8.9
1.41,1.12,0.05,0.3,2.89,61,37,23,5.3
0.86,1.04,0.73,0.26,2.89,83,61,180,7.4
1.51,1.12,0.01,0.24,2.89,76,49,70,7.7
2.03,0.72,0.02,0.11,2.88,90,19,84,8.7
1.3,1.26,0,0.31,2.87,0.01,0.01,15,7.7
0.09,2.43,0.12,0.22,2.87,0.01,0.01,0.01,0.01
1.55,0.82,0,0.5,2.86,83,81,845,7.7
2.53,0.15,0,0.17,2.86,81,36,179,5.8
2.09,0.63,0.03,0.11,2.86,87,34,112,8.7
1.07,1.31,0.06,0.42,2.85,83,29,1553,7.8
1.29,0.53,0.98,0.05,2.85,0.01,0.01,0.01,0.01
1.37,0.51,0.89,0.07,2.85,0.01,0.01,0.01,0.01
1.37,1.34,0,0.14,2.85,0.01,0.01,0.01,0.01
1.98,0.53,0,0.34,2.85,84,60,496,8.4
2.52,0.09,0,0.22,2.83,85,58,90,6.1
1.32,1.08,0.04,0.39,2.83,0.01,0.01,0.01,0.01
1.65,0.85,0.05,0.28,2.83,96,88,2256,8.9
1.96,0.67,0.1,0.09,2.82,97,70,754,9.3
1.87,0.55,0.11,0.29,2.82,90,59,800,8.2
1.59,1.05,0.04,0.14,2.82,0.01,0.01,8,7
1.51,1.04,0,0.27,2.82,0.01,0.01,0.01,0.01
0.02,2.79,0,0,2.81,0.01,0.01,0.01,0.01
1.28,1.04,0.07,0.42,2.81,75,56,285,7.5
0.71,1.46,0.06,0.58,2.81,0.01,0.01,0.01,0.01
1.32,1.19,0,0.3,2.8,0.01,0.01,7,7.6
1.29,0.98,0.07,0.46,2.8,80,90,2954,7.9
1.32,1.06,0.04,0.38,2.8,0.01,0.01,0.01,0.01
0.29,0.2,2.13,0.18,2.79,0.01,0.01,0.01,0.01
1.96,0.72,0,0.11,2.79,0.01,0.01,0.01,0.01
1.19,1.15,0.04,0.41,2.79,0.01,0.01,0.01,0.01
0,0,2.78,0.01,2.79,0.01,0.01,0.01,0.01
1.98,0.7,0,0.11,2.79,0.01,0.01,0.01,0.01
0.46,0.29,1.96,0.07,2.79,0.01,0.01,0.01,0.01
2.19,0.22,0,0.38,2.79,89,22,39,8.6
1.68,0.74,0,0.36,2.78,87,47,241,8.2
1.44,0.83,0.26,0.25,2.78,0.01,0.01,0.01,0.01
1.46,0.86,0.09,0.38,2.78,84,85,945,7.9
1.05,1.23,0.03,0.47,2.78,89,59,301,7.2
1.35,1.13,0,0.3,2.78,81,11,31,5.6
0.89,1.43,0,0.46,2.78,89,61,4942,7.5
1.41,1.12,0,0.24,2.77,83,33,46,7.7
1.74,0.77,0,0.26,2.77,73,74,390,6.7
1.25,1.14,0.07,0.3,2.77,84,70,492,7.6
1.45,0.07,1.1,0.15,2.76,81,42,67,7.4
2.56,0.17,0,0.03,2.76,0.01,0.01,0.01,0.01
1.43,0.54,0.71,0.07,2.75,0.01,0.01,0.01,0.01
1.2,0.97,0.17,0.42,2.75,79,63,214,7.4
1.02,0.36,1.13,0.23,2.73,0.01,0.01,0.01,0.01
1.21,1.19,0.04,0.29,2.73,69,44,177,6.6
1.33,0.31,1.04,0.05,2.73,0.01,0.01,0.01,0.01
0.42,1.84,0.05,0.4,2.72,0.01,0.01,59,3.1
1.53,0.92,0.02,0.24,2.7,89,83,895,7.8
1.75,0.52,0.33,0.1,2.7,95,30,314,9.1
0.99,0.48,1.09,0.14,2.7,86,23,56,8.2
1.25,0.53,0.87,0.05,2.7,0.01,0.01,0.01,0.01
1.49,0.92,0.02,0.27,2.7,82,71,233,6.5
2.42,0.11,0,0.16,2.7,78,55,94,5.9
1.85,0.64,0.01,0.19,2.69,84,32,43,9
0.89,1.34,0.08,0.39,2.69,73,88,2113,6.8
2.38,0.12,0,0.18,2.69,84,47,120,5.7
0,0,2.68,0,2.68,0.01,0.01,0.01,0.01
1.23,1.11,0,0.34,2.68,93,52,272,9.1
0.28,1.39,0.68,0.33,2.67,83,58,53,8.6
1.95,0.63,0,0.09,2.67,0.01,0.01,0.01,0.01
1.63,0.51,0.35,0.18,2.67,79,51,18,7.7
1.48,0.92,0.01,0.26,2.67,77,39,70,8.2
1.44,1.09,0,0.14,2.67,92,17,81,8.6
1.47,0.95,0,0.24,2.66,80,65,128,8
1.99,0.58,0,0.09,2.66,85,87,270,8.5
1.78,0.63,0,0.25,2.66,85,67,172,6.3
1.59,0.8,0,0.26,2.65,0.01,0.01,10,6.7
1.15,1.11,0,0.4,2.65,89,24,103,7.7
0,0,2.65,0,2.65,0.01,0.01,0.01,0.01
0.69,1.4,0.04,0.52,2.65,84,55,114,6.9
2,0.5,0.12,0.03,2.65,0.01,0.01,0.01,0.01
0.86,1.11,0.01,0.66,2.65,71,24,47,7.9
0.78,0.73,0.89,0.23,2.63,79,53,713,6.6
2,0.47,0.02,0.14,2.63,78,18,21,7.8
1.55,0.8,0.04,0.25,2.63,82,92,457,7.2
2.32,0.14,0.01,0.16,2.63,90,42,134,7.7
2.15,0.12,0,0.36,2.62,90,37,84,8.2
0.59,1.79,0.01,0.23,2.62,90,63,133,7.5
1.56,0.8,0.04,0.21,2.62,74,71,288,6.7
0.76,1.09,0.12,0.64,2.62,0.01,0.01,0.01,0.01
0.9,1.22,0.04,0.44,2.61,71,16,50,7.5
1.86,0.55,0.11,0.08,2.6,0.01,0.01,0.01,0.01
1.7,0.44,0.06,0.4,2.6,91,50,531,8.7
1.53,0.82,0,0.24,2.59,80,24,116,7.4
2.03,0.21,0,0.35,2.59,84,21,44,8.1
0.49,1.63,0.04,0.43,2.59,87,42,108,7.5
1.05,1.05,0.24,0.24,2.58,79,47,124,8
0.62,0.82,0.96,0.18,2.58,73,4,7,7.7
1.01,0.52,0.92,0.14,2.58,0.01,0.01,0.01,0.01
1.4,0.88,0.03,0.26,2.58,80,27,57,8.6
1.08,0.84,0.26,0.39,2.58,92,100,6432,8.6
1.31,0.74,0.31,0.22,2.57,0.01,0.01,0.01,0.01
2.14,0.08,0,0.35,2.57,78,11,17,7.8
0.99,1.03,0.16,0.4,2.57,90,31,1408,6.1
0.37,0.27,1.75,0.18,2.57,72,38,83,8.7
2.12,0.22,0,0.23,2.57,83,22,101,5.5
1.05,1.22,0.03,0.27,2.57,0.01,0.01,0.01,0.01
0.93,1.1,0.08,0.45,2.56,0.01,0.01,0.01,0.01
1.7,0.59,0.21,0.07,2.56,73,28,181,8.3
0.15,0,2.41,0,2.56,0.01,0.01,0.01,0.01
1.76,0.55,0.03,0.22,2.56,86,68,726,7.9
0.64,1.22,0.01,0.67,2.55,87,68,98,7.8
1.21,0.57,0.7,0.07,2.54,73,37,92,8
2.21,0.12,0,0.2,2.53,83,50,125,7
2.36,0.14,0,0.03,2.53,0.01,0.01,0.01,0.01
1.49,0.83,0,0.21,2.53,78,8,20,7
2.1,0.19,0,0.23,2.52,87,23,150,4.9
0.26,1.65,0.33,0.28,2.52,75,15,5,8
1.13,1.12,0.06,0.22,2.52,80,15,48,7.8
1.55,0.75,0.16,0.06,2.52,0.01,0.01,0.01,0.01
0.49,0,0.52,1.51,2.52,0.01,0.01,0.01,0.01
0.52,1.55,0.05,0.38,2.51,0.01,0.01,0.01,0.01
1.11,0.85,0.29,0.25,2.5,50,23,16,5.4
0.13,0.07,0.26,2.05,2.5,0.01,0.01,0.01,0.01
1.28,0.14,1.08,0.01,2.5,0.01,0.01,0.01,0.01
2.29,0.02,0,0.19,2.5,82,68,123,7.5
1.84,0.56,0,0.09,2.49,0.01,0.01,0.01,0.01
1.81,0.52,0,0.15,2.49,79,31,96,8.8
1.47,0.77,0,0.24,2.48,25,8,26,4.3
1.15,1.14,0.06,0.13,2.48,0.01,0.01,0.01,0.01
1.13,0.36,0.92,0.07,2.47,70,26,76,7.5
1.38,0.84,0,0.25,2.47,85,55,84,7.7
1.93,0.33,0,0.21,2.47,92,72,178,8.2
1.73,0.43,0.05,0.27,2.47,90,26,100,8
0.86,1.04,0.18,0.38,2.47,82,50,386,7.7
1.15,0.84,0.1,0.38,2.47,87,79,1890,6.1
1.47,0.54,0.01,0.43,2.46,83,50,294,6.9
1.56,0.53,0.05,0.31,2.46,82,50,102,8.2
0.93,0.12,1.34,0.06,2.45,83,12,190,8.2
0,0,2.43,0.02,2.45,0.01,0.01,0.01,0.01
2.12,0.25,0,0.07,2.44,0.01,0.01,0.01,0.01
1.28,0.93,0,0.22,2.43,79,13,34,8
1.07,1.19,0,0.18,2.43,81,26,42,8.4
2.09,0.08,0,0.26,2.43,84,23,125,6.1
1.52,0.82,0,0.1,2.43,83,12,0.01,0.01
1.65,0.57,0,0.2,2.42,71,9,0.01,0.01
1.26,0.61,0.46,0.08,2.42,0.01,0.01,0.01,0.01
1.27,0.32,0.78,0.05,2.42,0.01,0.01,0.01,0.01
1.56,0.6,0.02,0.23,2.42,82,66,176,7.8
0.6,1.26,0.08,0.48,2.42,0.01,0.01,0.01,0.01
0.87,0.97,0,0.58,2.42,73,14,39,7.9
1.63,0.22,0.51,0.06,2.41,66,28,92,8.2
0.29,1.17,0.54,0.41,2.41,77,40,85,6.8
2.07,0.26,0,0.08,2.41,82,16,53,8.4
0.81,0.76,0.7,0.14,2.41,0.01,0.01,0.01,0.01
0.69,0,0.04,1.68,2.41,62,11,34,6.2
1.44,0.7,0.04,0.22,2.4,82,73,488,8.1
2.1,0.24,0,0.07,2.4,0.01,0.01,0.01,0.01
0.77,0.18,1.42,0.03,2.4,0.01,0.01,0.01,0.01
2.3,0.1,0,0,2.4,0.01,0.01,92,9
2.15,0.18,0,0.07,2.39,73,4,0.01,0.01
2.05,0.15,0,0.2,2.39,83,36,68,6.1
1.49,0.81,0,0.1,2.39,0.01,0.01,0.01,0.01
1.57,0.37,0.02,0.43,2.39,88,47,174,6.6
1.67,0.61,0.03,0.07,2.38,91,65,173,8.7
1.94,0.39,0.03,0.02,2.38,0.01,0.01,0.01,0.01
1.16,0.57,0.47,0.17,2.38,89,82,483,9
0.63,1.32,0.07,0.37,2.38,76,91,648,6.3
1.16,0.91,0,0.3,2.38,0.01,0.01,0.01,0.01
1.48,0.69,0,0.2,2.37,71,75,632,6.9
2.28,0.02,0.08,0,2.37,96,81,8702,9.2
0.96,1.08,0.04,0.3,2.37,62,36,22,7.6
1.74,0.45,0,0.18,2.37,42,10,16,5.5
2.18,0.01,0,0.18,2.37,85,46,109,6.4
1.25,0.86,0.01,0.26,2.37,83,59,55,8.8
1.98,0.15,0,0.25,2.37,86,14,117,6.2
2.03,0.13,0,0.21,2.37,85,41,58,6.8
0.69,0.14,1.48,0.05,2.36,0.01,0.01,0.01,0.01
1.69,0.45,0.01,0.21,2.36,81,66,142,8.5
1.39,0.48,0.4,0.08,2.35,0.01,0.01,0.01,0.01
0,0,2.34,0.01,2.35,0.01,0.01,0.01,0.01
1.73,0.43,0.02,0.17,2.35,73,33,67,2.9
0.97,1.09,0,0.28,2.34,90,69,2958,7.9
0.92,0,0.01,1.41,2.34,71,11,31,7.2
1.51,0.61,0,0.21,2.34,78,22,28,6.6
1.08,0.7,0.34,0.21,2.34,84,21,191,8.4
1.38,0.72,0.02,0.22,2.34,66,46,39,6.5
1.12,0.43,0.64,0.14,2.33,75,69,385,5.6
1.65,0.25,0,0.43,2.33,82,35,93,4.6
1.18,0.9,0,0.24,2.32,0.01,0.01,16,8.6
0.78,0.4,1.06,0.07,2.32,0.01,0.01,0.01,0.01
0.79,1.35,0.04,0.14,2.32,0.01,0.01,0.01,0.01
0.85,1.06,0.09,0.32,2.31,84,42,51,9.1
1.58,0.64,0,0.09,2.31,86,14,28,8.5
0.28,0,2.02,0.01,2.31,0.01,0.01,0.01,0.01
1.65,0.46,0.1,0.1,2.31,0.01,0.01,0.01,0.01
1.37,0.72,0,0.21,2.3,80,33,621,6.9
1.08,0.8,0.04,0.38,2.3,76,46,671,7.7
0.51,0.45,1.21,0.13,2.3,0.01,0.01,0.01,0.01
0,0,2.29,0,2.29,0.01,0.01,0.01,0.01
1.02,0.91,0,0.36,2.29,80,18,87,6.7
0.91,1.25,0,0.13,2.29,0.01,0.01,39,8.2
1.38,0.8,0,0.1,2.28,77,35,27,8.7
1.07,0.99,0,0.22,2.28,72,7,6,7.2
0.3,1.27,0.46,0.26,2.28,78,42,76,6.7
0.58,1.21,0.15,0.34,2.28,73,40,490,7.3
1.27,0.81,0,0.2,2.28,76,42,72,7.2
0.51,0.12,1.63,0.02,2.28,0.01,0.01,0.01,0.01
0.38,0.07,0.01,1.82,2.28,82,8,20,6.9
0.94,0.54,0.62,0.18,2.28,68,24,27,8.2
0.07,2,0.02,0.18,2.28,0.01,0.01,0.01,0.01
1.35,0.6,0,0.31,2.27,80,35,43,8.6
1.08,0.73,0.15,0.31,2.27,71,41,409,6.6
1.22,0.1,0.91,0.04,2.27,81,24,55,8.9
0.9,0.73,0.54,0.09,2.26,88,17,42,8.9
2.01,0.06,0,0.19,2.26,80,32,136,5.6
0.28,0.58,1.33,0.07,2.26,0.01,0.01,0.01,0.01
1.45,0.59,0,0.21,2.26,84,98,848,6.3
1.26,0.79,0.01,0.2,2.25,79,76,1096,5.9
0.62,0.44,1.06,0.13,2.25,84,31,52,9
1.93,0.15,0,0.17,2.25,79,31,56,5.5
1.52,0.46,0.2,0.08,2.25,0.01,0.01,0.01,0.01
1.48,0.25,0.46,0.06,2.25,87,55,311,9.4
1.25,0.81,0,0.19,2.25,80,37,129,7.6
1.23,0.63,0.04,0.35,2.25,80,89,916,7.5
1.4,0.53,0.02,0.3,2.24,83,45,52,7.8
1.19,0.71,0.22,0.13,2.24,87,22,48,8.1
1.48,0.55,0,0.21,2.24,0.01,0.01,356,7.4
1.05,0.91,0.04,0.24,2.24,74,53,72,5.7
1.52,0.54,0,0.18,2.24,0.01,0.01,0.01,0.01
1.17,0.84,0,0.23,2.24,69,42,61,6.7
1.25,0.62,0.18,0.18,2.24,77,59,288,7.9
0.51,0.5,0.91,0.31,2.23,79,61,139,8
1.29,0.83,0,0.11,2.23,74,16,13,8
1.05,0.72,0.1,0.35,2.23,91,25,859,8.2
1.74,0.25,0.21,0.03,2.23,0.01,0.01,0.01,0.01
1.09,0.85,0,0.28,2.23,0.01,0.01,0.01,0.01
0.88,1.03,0,0.31,2.22,92,44,206,8.8
0.65,0.4,1.05,0.11,2.22,84,70,220,8.6
1,0.63,0.45,0.13,2.22,0.01,0.01,0.01,0.01
1.32,0.56,0.14,0.2,2.22,0.01,0.01,0.01,0.01
1.01,0.85,0,0.35,2.21,71,47,235,6.6
1.06,0.82,0.05,0.28,2.21,0.01,0.01,0.01,0.01
2.01,0.02,0,0.17,2.2,92,55,220,8.1
2.06,0.12,0,0.02,2.2,0.01,0.01,0.01,0.01
1.78,0.24,0,0.18,2.2,92,69,156,8.3
1.03,0.96,0,0.21,2.2,88,73,207,7
0.15,0,2.05,0,2.2,0.01,0.01,0.01,0.01
1.11,0.51,0.34,0.23,2.2,0.01,0.01,0.01,0.01
1.4,0.59,0,0.2,2.2,80,15,16,7.9
1.55,0.25,0,0.4,2.2,81,37,209,6.1
1.45,0.54,0.02,0.19,2.2,88,93,575,8.2
1.06,0.9,0,0.23,2.2,0.01,0.01,0.01,0.01
1.68,0.44,0,0.08,2.19,94,72,317,9.2
1.04,0.72,0.3,0.13,2.19,0.01,0.01,0.01,0.01
0.87,0.17,1.1,0.05,2.19,0.01,0.01,0.01,0.01
0.34,0.96,0.55,0.33,2.19,80,41,132,6.6
1.17,0.77,0.02,0.22,2.18,81,74,214,7.5
0.61,1.42,0,0.16,2.18,82,33,347,5.4
0,0,2.17,0.01,2.18,0.01,0.01,0.01,0.01
1.92,0.2,0,0.06,2.18,82,26,28,8.9
1.48,0.17,0.47,0.06,2.17,0.01,0.01,0.01,0.01
0.36,1.47,0.02,0.33,2.17,71,85,1579,6.1
1.6,0.46,0.08,0.03,2.17,0.01,0.01,0.01,0.01
0.48,0.11,1.56,0.02,2.17,0.01,0.01,0.01,0.01
1.28,0.67,0.01,0.21,2.17,82,54,543,6.3
1.22,0.76,0,0.19,2.17,0.01,0.01,5,6.6
1.67,0.3,0.02,0.18,2.16,79,72,110,7.6
1.23,0.83,0,0.1,2.16,74,17,30,7.9
1.26,0.67,0.02,0.21,2.16,66,30,137,7.3
1.5,0.55,0.02,0.08,2.15,0.01,0.01,0.01,0.01
1.28,0.03,0.73,0.12,2.15,69,21,50,7.6
0.14,0.03,1.98,0,2.15,0.01,0.01,0.01,0.01
0.59,1.05,0.07,0.44,2.14,83,30,512,7.5
1,0.68,0.12,0.35,2.14,74,58,1300,7.9
1.47,0.38,0.19,0.1,2.14,0.01,0.01,0.01,0.01
0.01,0,2.13,0,2.14,0.01,0.01,0.01,0.01
0.66,0,1.45,0.03,2.14,0.01,0.01,0.01,0.01
1.2,0.84,0,0.1,2.14,0.01,0.01,0.01,0.01
1.99,0.12,0,0.02,2.13,0.01,0.01,0.01,0.01
0.52,1.02,0,0.59,2.13,64,45,30,7.5
1.49,0.46,0,0.18,2.13,62,5,54,5.2
1.04,0.81,0,0.27,2.13,77,26,20,9
0.82,0.37,0.89,0.05,2.13,87,44,213,7.8
1.37,0.61,0.05,0.09,2.12,85,35,28,8.2
0.83,0.33,0.92,0.04,2.12,0.01,0.01,0.01,0.01
1.62,0.26,0.05,0.18,2.11,90,38,127,6.7
0.2,0.7,0.95,0.26,2.11,0.01,0.01,0.01,0.01
1.44,0.31,0.04,0.32,2.11,84,26,145,4.9
0.71,0.94,0.14,0.32,2.11,73,46,850,5
1.68,0.4,0,0.03,2.11,0.01,0.01,0.01,0.01
1.68,0.31,0.02,0.09,2.11,89,31,93,8.5
0.11,1.33,0.4,0.26,2.11,0.01,0.01,0.01,0.01
0.63,0.21,1.13,0.13,2.11,78,24,201,9.3
1.64,0.31,0,0.16,2.11,86,66,384,8.3
0.89,0.61,0.47,0.14,2.1,0.01,0.01,0.01,0.01
0.94,0.07,1.05,0.04,2.1,81,17,89,8.9
0.63,0.05,1.35,0.08,2.1,84,56,44,8.7
1.85,0.12,0.01,0.13,2.1,89,50,100,8.1
1.21,0.6,0,0.29,2.1,83,58,429,7.9
1.54,0.44,0.04,0.07,2.1,0.01,0.01,0.01,0.01
1.17,0.72,0,0.22,2.1,0.01,0.01,0.01,0.01
0.99,0.63,0.29,0.19,2.09,84,60,213,9
0,0,1.96,0.14,2.09,0.01,0.01,0.01,0.01
1.26,0.6,0.05,0.18,2.09,0.01,0.01,0.01,0.01
1.16,0.64,0.08,0.2,2.08,85,82,521,7.6
1.77,0.32,0,0,2.08,90,53,956,5.5
1.11,0.71,0,0.27,2.08,44,7,11,6.2
0.89,0.04,1.07,0.09,2.08,77,45,137,7.1
2.04,0.04,0,0,2.08,0.01,0.01,15,8
1.8,0.06,0,0.22,2.08,0.01,0.01,29,5.5
0.97,0.33,0.73,0.06,2.08,69,33,59,8.2
1.33,0.56,0,0.2,2.08,80,21,37,6.3
0.89,1.08,0,0.11,2.08,0.01,0.01,0.01,0.01
1.41,0.49,0.01,0.17,2.08,95,66,1000,8.5
0.88,0.44,0.63,0.12,2.08,64,54,34,7.1
1.77,0.12,0.02,0.17,2.07,72,21,54,7.8
1.54,0.46,0,0.08,2.07,0.01,0.01,0.01,0.01
0.92,0.93,0,0.22,2.07,49,5,25,5
1.35,0.52,0,0.19,2.07,73,16,27,7.1
0.48,1.24,0.03,0.32,2.07,68,66,1194,5.1
1.64,0.36,0,0.07,2.07,0.01,0.01,0.01,0.01
1.48,0.39,0,0.19,2.06,83,68,51,7.9
0.46,0.41,0.96,0.24,2.06,89,66,445,8.9
1.42,0.09,0.45,0.1,2.06,86,70,206,8.6
1.94,0,0,0.12,2.06,0.01,0.01,18,5.3
0.71,0.52,0.74,0.08,2.06,0.01,0.01,0.01,0.01
1.15,0.77,0.04,0.1,2.06,55,13,0.01,0.01
0.6,0.96,0.13,0.36,2.06,0.01,0.01,0.01,0.01
0.63,0.41,0.75,0.26,2.06,82,62,210,8.5
0.68,0.46,0.79,0.13,2.06,88,18,21,9.2
1.2,0.62,0.04,0.19,2.06,85,90,589,7.7
1.06,0.62,0.13,0.25,2.06,92,41,120,8.8
1.04,0.79,0.01,0.21,2.05,72,42,78,7.1
1.47,0.48,0.05,0.06,2.05,75,26,41,8.8
0.63,1,0.05,0.38,2.05,59,40,72,5.9
0.89,0.94,0.02,0.21,2.05,0.01,0.01,0.01,0.01
1.75,0.25,0,0.05,2.05,0.01,0.01,0.01,0.01
1.84,0.04,0.01,0.16,2.05,89,65,310,8.1
0.64,0.73,0.55,0.12,2.05,57,47,118,6.2
1.74,0.02,0,0.28,2.04,72,38,34,9
0.71,1.02,0,0.31,2.04,82,41,69,8.2
0.56,1.1,0.07,0.31,2.04,82,94,723,7.9
0.73,0.91,0.04,0.36,2.04,73,26,43,6
1.2,0.48,0.29,0.07,2.04,78,26,53,8.9
1.45,0.41,0.01,0.16,2.04,86,56,63,8.2
0.48,1.28,0.02,0.25,2.04,0.01,0.01,0.01,0.01
1.27,0.58,0,0.19,2.03,81,5,482,6.6
1.22,0.63,0,0.19,2.03,48,11,4,3.3
1.25,0.61,0.13,0.05,2.03,0.01,0.01,0.01,0.01
0.9,0.45,0.54,0.13,2.03,92,72,1139,9.1
1.57,0.18,0,0.27,2.03,86,19,41,7.7
0.72,1.08,0,0.23,2.03,73,24,29,7.7
1.15,0.04,0.83,0,2.02,62,34,99,8.1
1,0.85,0,0.17,2.02,0.01,0.01,5,8.4
0.75,0.51,0.54,0.22,2.02,89,54,1410,8.7
1.47,0.39,0,0.16,2.02,70,34,17,7.7
0.73,0.88,0.08,0.32,2.01,89,43,2005,7.4
0.58,1.04,0.03,0.36,2.01,64,48,183,6.4
1.49,0.28,0,0.23,2.01,76,44,108,7
0.52,0.16,1.29,0.03,2,0.01,0.01,0.01,0.01
1.05,0.66,0,0.29,2,88,67,553,8.8
0.48,1.27,0,0.24,2,71,19,9,5.7
0.79,0.89,0,0.32,1.99,80,46,82,7.6
0.95,0.64,0.27,0.13,1.99,87,14,46,8.8
0.75,0.3,0.9,0.04,1.99,0.01,0.01,0.01,0.01
1.21,0.64,0.05,0.09,1.99,76,11,15,7.9
1.06,0.26,0.53,0.13,1.98,75,53,164,7.8
0.73,0.92,0.03,0.3,1.98,80,53,675,6.2
0.93,0.27,0.75,0.04,1.98,0.01,0.01,0.01,0.01
0.75,1.09,0.02,0.12,1.98,0.01,0.01,34,8.5
0.74,0.95,0,0.28,1.97,56,20,95,4.1
0.71,0.58,0.51,0.17,1.97,68,40,167,6.6
1.84,0.11,0,0.02,1.97,0.01,0.01,0.01,0.01
0.5,0.5,0.63,0.33,1.96,81,57,34,8.7
0.18,0.23,1.53,0.02,1.96,0.01,0.01,0.01,0.01
1.13,0.37,0.41,0.05,1.96,0.01,0.01,0.01,0.01
1.12,0.6,0.07,0.16,1.96,67,71,1409,5
0.82,0.93,0.04,0.18,1.96,85,83,434,8.4
1.09,0.65,0.02,0.2,1.95,88,69,225,8.3
0.74,1.01,0,0.2,1.95,69,24,61,7.7
1.26,0.61,0,0.09,1.95,93,58,119,8.7
1.09,0.77,0,0.09,1.95,0.01,0.01,29,7.7
1.69,0.2,0,0.06,1.95,90,31,70,8.8
0.95,0.74,0,0.25,1.94,80,33,42,8.9
0.78,0.02,1.05,0.08,1.94,71,29,43,8
1.01,0.62,0.02,0.29,1.94,87,55,457,7.7
1.94,0,0,0,1.94,0.01,0.01,0.01,0.01
1.54,0.23,0,0.16,1.94,72,61,87,7.5
0.73,0.89,0.02,0.3,1.94,78,39,55,6.4
0.96,0.38,0.55,0.05,1.94,0.01,0.01,0.01,0.01
0.59,1.23,0,0.13,1.94,0.01,0.01,10,7.4
