ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
341,C,Ship,2,5,255,5,medium,F,53,3775
4809,A,Flight,2,4,151,4,low,F,6,1803
9877,D,Flight,6,1,173,3,medium,F,2,4892
5117,C,Ship,4,1,258,4,low,M,5,5664
2100,F,Ship,3,2,176,3,low,F,29,1953
6502,B,Ship,5,2,231,5,low,F,4,1913
7173,A,Ship,5,3,245,5,low,F,3,1409
2308,B,Road,4,1,264,3,low,M,13,3015
571,D,Ship,2,2,236,3,medium,M,3,3416
9290,F,Road,5,4,274,3,medium,F,1,4030
4502,F,Road,4,2,173,2,medium,M,2,5327
2452,B,Road,4,3,272,4,low,M,61,2857
923,C,Ship,4,1,208,7,high,M,8,2193
10804,B,Road,5,2,250,5,low,F,9,1897
9259,D,Ship,5,1,176,4,low,F,1,4270
8486,F,Road,5,1,145,3,low,F,5,5019
8084,F,Flight,4,4,175,3,low,F,6,4600
7013,C,Ship,4,3,197,3,low,M,2,4410
10932,F,Ship,4,3,253,5,low,M,6,1366
5017,D,Ship,2,3,198,2,medium,F,6,1730
8462,F,Ship,3,2,243,4,medium,M,5,4670
5,C,Flight,2,2,184,3,medium,F,46,2484
3867,A,Ship,2,2,157,2,medium,M,9,5875
2535,A,Ship,4,3,261,3,low,F,6,2787
963,A,Flight,3,2,180,4,medium,M,52,1329
179,C,Ship,3,3,192,3,medium,F,2,3995
7362,F,Ship,4,3,157,3,medium,M,9,4990
9022,B,Road,3,4,228,4,medium,M,6,4947
5077,D,Flight,3,5,217,3,low,M,9,4306
4076,F,Ship,2,3,228,3,high,M,5,4663
7590,F,Ship,4,4,172,4,medium,M,7,4834
3303,A,Flight,3,4,170,2,low,F,2,5664
9389,C,Ship,6,3,141,3,low,M,7,5222
7789,D,Road,6,1,188,5,low,M,4,4887
10936,B,Road,4,2,229,6,medium,F,5,1689
6712,B,Flight,4,4,184,3,low,M,8,4453
1306,B,Ship,6,1,193,4,medium,M,8,2952
4418,F,Ship,3,2,207,2,low,M,9,4671
9176,F,Flight,5,3,224,5,medium,M,9,1643
233,C,Ship,5,5,134,2,medium,M,53,1088
919,D,Ship,3,4,188,3,high,M,11,3072
1171,D,Ship,5,1,198,5,medium,F,49,3187
4920,F,Road,2,1,228,2,medium,M,10,4854
9644,F,Ship,5,3,170,3,medium,M,6,5226
8996,F,Ship,5,3,232,3,medium,M,3,4526
3193,D,Ship,4,5,273,3,medium,M,2,4374
5284,B,Ship,6,4,292,4,medium,F,7,1094
9036,F,Road,5,5,210,3,medium,M,8,5906
174,F,Ship,3,2,270,3,low,F,63,2751
7860,F,Ship,5,2,189,2,medium,M,2,4636
4343,C,Ship,5,1,239,2,low,M,5,5759
5276,F,Ship,6,2,281,2,medium,F,9,1715
6882,F,Ship,5,2,262,6,medium,F,4,1532
2884,B,Flight,3,1,248,3,low,M,9,2616
371,C,Ship,4,3,169,2,low,M,2,1399
6777,A,Ship,4,5,257,2,medium,M,5,4127
88,B,Ship,6,2,278,3,medium,F,3,2974
10081,D,Ship,4,4,222,4,medium,M,6,4733
5299,D,Ship,5,4,187,3,low,F,1,4181
7705,D,Ship,4,1,263,5,low,M,1,1605
5896,B,Flight,4,5,257,3,medium,M,5,4180
10472,F,Ship,4,3,233,5,low,M,4,1668
5890,B,Flight,5,5,148,2,medium,M,4,4812
10772,F,Ship,4,1,250,6,medium,F,7,1292
720,F,Ship,4,3,273,2,high,M,43,3462
1724,F,Ship,5,3,133,4,medium,F,29,1094
10013,C,Flight,3,1,263,3,medium,M,4,4616
1213,D,Road,2,4,187,3,low,M,50,3878
7891,D,Ship,3,2,262,2,low,M,7,5141
3236,F,Ship,5,4,182,2,medium,M,2,4554
8648,F,Flight,6,1,285,4,low,F,3,1448
2334,F,Flight,5,2,128,5,medium,F,45,1707
9824,F,Ship,5,5,239,3,low,M,5,4122
2591,C,Road,4,2,161,3,medium,F,10,1928
1907,C,Road,4,1,148,3,high,F,23,1814
2622,F,Ship,3,1,254,2,low,M,56,3463
8687,C,Ship,3,2,150,2,medium,M,5,5264
1910,F,Road,4,4,224,3,low,M,29,3623
418,B,Flight,5,5,133,3,low,M,63,1218
7044,F,Ship,4,5,135,3,low,F,3,4760
7589,C,Ship,3,1,220,4,medium,M,7,5894
7608,F,Ship,3,3,201,2,low,F,2,5361
5084,F,Flight,3,4,157,3,medium,F,6,5611
470,F,Ship,3,5,183,3,low,F,2,3459
9403,D,Ship,6,3,257,4,low,F,2,1694
1584,F,Ship,5,5,214,3,low,F,31,2033
7746,F,Ship,6,4,264,4,low,M,1,1711
10755,A,Ship,5,5,227,5,medium,M,5,1186
6111,A,Ship,4,2,264,3,low,M,10,5137
8672,F,Ship,5,1,259,3,low,M,1,5725
4540,B,Ship,2,4,255,7,low,M,10,5875
10261,D,Road,5,4,200,3,medium,M,3,4225
1750,B,Ship,3,1,174,4,low,M,18,1072
4040,F,Ship,4,3,129,6,medium,F,5,5626
6589,D,Flight,6,1,273,4,medium,F,6,1524
4856,F,Ship,3,1,170,2,low,M,9,4112
5272,B,Ship,$7,4,243,4,medium,F,6,1362
3200,F,Ship,4,4,301,5,low,M,6,1931
2003,C,Ship,3,1,269,2,low,F,35,3524
5274,F,Ship,6,2,247,4,medium,M,1,1668
5752,B,Flight,4,1,212,2,medium,F,7,5864
5498,F,Ship,4,4,146,3,low,M,10,4472
10797,A,Road,3,5,156,4,low,F,6,1015
6145,D,Road,5,5,161,3,low,F,1,4470
5534,F,Ship,6,3,269,4,medium,F,6,1822
3619,D,Ship,4,5,237,2,medium,F,6,5954
10200,F,Ship,4,3,248,5,low,F,7,1789
8356,B,Flight,4,2,255,5,medium,M,2,1255
8731,D,Ship,4,3,175,2,medium,M,3,4961
8975,C,Ship,5,2,203,2,medium,F,2,4712
5954,F,Ship,5,1,233,7,medium,F,5,5759
2904,F,Ship,6,4,192,3,high,F,19,2944
1841,C,Ship,2,3,274,3,high,F,24,3829
365,C,Ship,6,2,146,3,low,F,62,1936
3222,F,Ship,3,4,155,2,low,M,3,5481
4039,D,Ship,2,4,271,8,medium,F,10,4183
3098,F,Ship,4,4,168,3,medium,M,53,1782
10501,D,Ship,4,1,247,3,low,M,5,5636
8180,F,Ship,4,3,225,2,low,M,2,4520
1964,F,Ship,3,3,181,2,high,M,65,3234
9020,F,Road,4,1,241,3,low,M,6,5836
6219,A,Ship,6,4,306,4,low,F,8,1691
7639,D,Ship,5,2,123,5,low,F,4,5284
1577,C,Ship,5,1,261,3,low,M,25,3494
7404,F,Flight,4,3,226,6,medium,M,10,1174
759,A,Ship,2,5,192,6,low,F,41,2673
4832,F,Ship,3,1,228,2,low,F,5,4456
5021,C,Ship,6,3,292,4,low,M,8,1925
2416,B,Ship,5,2,207,2,low,F,35,2184
10215,A,Ship,4,2,270,5,low,F,10,1340
7603,D,Ship,4,3,147,3,medium,M,1,5454
8245,D,Ship,4,1,144,4,low,F,10,4175
5418,F,Ship,4,2,150,3,low,M,6,5787
5946,F,Ship,3,5,164,3,high,M,10,4639
10576,B,Ship,4,3,184,3,low,F,5,4712
6626,F,Ship,4,1,164,3,low,M,4,5910
6537,A,Ship,5,2,232,3,low,F,1,1187
5885,C,Road,3,3,169,3,low,M,10,5147
9199,D,Ship,4,4,267,4,low,F,8,5219
7198,B,Ship,4,3,150,4,low,F,4,1021
6633,A,Ship,5,4,242,3,high,F,4,4805
7520,F,Road,4,4,155,3,low,F,2,4094
3998,F,Ship,3,4,173,2,low,M,5,4402
563,C,Flight,3,2,137,2,medium,M,17,1673
6059,C,Ship,3,4,163,3,low,M,7,5913
5982,F,Ship,4,2,170,6,medium,M,10,4891
9838,B,Road,5,5,268,4,low,F,9,4208
9675,A,Ship,6,5,268,4,medium,M,2,1462
9206,F,Ship,4,4,144,3,low,M,6,4137
332,F,Ship,4,3,140,3,high,F,46,1072
6584,F,Flight,5,2,244,6,low,F,7,1315
6853,D,Flight,3,4,153,10,medium,F,4,5456
7919,C,Ship,5,1,182,2,low,M,6,4121
9,A,Flight,3,4,150,3,low,F,11,1861
8488,B,Road,3,1,207,3,low,F,5,4643
542,F,Road,4,3,142,3,low,F,35,1512
9784,B,Ship,4,3,99,6,medium,M,9,5903
9761,C,Ship,3,2,268,4,low,M,6,4415
9364,B,Ship,4,1,232,5,medium,F,7,1899
7758,F,Ship,4,3,254,5,low,F,3,1248
10850,F,Ship,3,4,168,3,medium,F,3,5303
1689,A,Ship,5,4,221,2,low,F,59,3444
4840,B,Ship,4,3,155,3,low,F,1,4360
796,B,Road,4,1,158,3,low,F,32,1061
2785,D,Ship,3,1,231,2,low,M,24,3811
5390,F,Ship,5,4,139,3,medium,F,6,5721
4268,F,Ship,4,1,169,4,low,F,10,4245
2283,A,Ship,4,1,184,3,high,F,47,3081
228,F,Ship,4,2,157,3,low,F,48,1393
6783,A,Ship,5,2,168,2,low,M,6,5464
9727,D,Flight,6,4,171,5,medium,M,9,4376
9575,C,Road,6,2,191,6,medium,M,7,5333
8025,A,Ship,$7,3,296,4,medium,M,8,1826
3598,B,Ship,3,5,118,4,low,F,10,5699
6031,D,Flight,6,2,268,4,low,M,7,1943
8900,F,Road,5,1,236,5,medium,M,10,1961
3711,A,Flight,2,3,237,3,medium,M,2,5331
2433,A,Ship,4,4,189,4,high,F,56,2646
3894,F,Ship,2,4,169,4,low,F,3,4968
5130,F,Ship,2,1,108,3,low,M,4,5924
7217,C,Ship,5,2,246,5,medium,F,9,1876
10979,C,Ship,4,1,253,5,low,F,2,1362
5177,C,Ship,5,4,241,4,high,M,6,4412
3584,F,Ship,4,5,173,3,low,F,7,4410
9277,D,Ship,3,3,262,4,low,M,5,4782
3242,F,Ship,3,4,170,3,low,M,5,4716
3035,C,Ship,5,4,151,4,medium,M,10,1441
5562,F,Ship,5,5,128,3,low,M,9,5143
9736,B,Flight,5,2,261,3,high,M,3,5303
271,D,Flight,3,2,209,5,medium,F,12,3054
10156,B,Ship,4,4,170,3,medium,M,4,4062
2852,F,Road,4,1,207,2,low,M,2,3242
9550,B,Ship,5,3,117,4,low,F,3,5078
10640,F,Ship,3,3,176,8,medium,F,1,4895
10157,C,Ship,4,4,243,3,high,F,4,5082
8257,D,Ship,5,3,252,5,low,M,2,1312
7353,A,Ship,5,1,163,3,medium,F,1,5194
5816,F,Ship,5,3,218,3,medium,F,4,4198
5996,F,Ship,6,1,250,4,low,M,4,1018
10035,A,Ship,4,4,102,3,high,F,9,5644
10216,B,Ship,4,5,242,6,low,F,9,1858
10057,D,Ship,4,5,160,3,low,F,9,5799
9265,D,Ship,4,3,255,4,medium,F,10,4740
6858,F,Flight,3,5,242,2,low,M,1,5803
4023,A,Ship,5,5,194,4,medium,F,4,4003
539,C,Road,3,3,207,6,high,F,24,3702
7645,D,Ship,3,4,159,2,medium,F,6,4990
6719,C,Flight,4,2,142,3,medium,F,6,4918
8690,F,Ship,4,4,151,3,medium,F,5,4732
3209,C,Ship,5,1,149,2,low,M,9,5435
8476,B,Road,4,3,232,2,low,M,1,5398
7491,A,Ship,6,4,269,4,medium,F,1,1872
8166,F,Ship,3,4,285,3,low,M,9,4768
8003,C,Ship,5,4,229,6,low,F,9,1733
9805,D,Ship,3,2,255,4,low,F,8,5511
3124,B,Ship,4,4,222,3,low,F,24,3503
7266,F,Flight,4,4,264,3,medium,F,9,5555
6097,D,Ship,4,2,156,2,medium,M,5,4467
9931,D,Ship,5,3,243,6,medium,M,10,1729
10467,A,Ship,5,5,262,6,low,M,10,1816
8250,F,Ship,5,1,103,5,low,F,10,5413
534,F,Road,3,1,141,3,medium,F,39,1838
1774,B,Road,3,1,229,3,medium,M,2,3963
685,D,Flight,5,5,236,3,high,M,34,3455
6588,F,Flight,6,1,254,4,medium,F,3,1488
2773,D,Ship,2,3,159,3,medium,F,39,1477
4045,D,Ship,2,1,228,3,high,F,1,5500
7649,C,Road,4,4,262,2,medium,M,1,4357
1242,F,Flight,4,5,227,4,low,F,20,2217
10551,A,Flight,6,3,165,4,low,F,10,5965
631,D,Ship,3,1,155,3,medium,F,27,1022
1370,F,Flight,3,2,152,6,low,F,7,1674
498,F,Ship,4,4,199,2,low,M,9,3075
6842,F,Road,3,4,207,2,low,M,6,5852
7813,D,Flight,3,2,138,2,medium,M,8,5714
9976,B,Road,4,2,238,5,medium,M,9,4618
3371,C,Ship,4,5,151,4,medium,M,3,5470
6901,D,Ship,5,5,260,5,low,F,6,1860
937,D,Road,3,2,250,3,low,F,49,3798
1089,A,Road,5,2,196,3,medium,M,44,2085
2305,D,Road,5,2,157,2,low,M,58,1654
4426,B,Ship,5,5,188,3,low,F,7,4485
1457,C,Ship,3,5,156,3,medium,M,44,1424
2908,B,Ship,3,2,138,2,medium,F,46,1436
10365,A,Ship,4,4,246,3,medium,F,2,4150
912,F,Ship,2,5,163,3,medium,F,37,1079
1641,A,Flight,3,2,227,3,medium,M,21,2351
4792,B,Flight,5,5,232,3,low,F,3,5718
4972,B,Ship,2,5,259,3,low,M,3,4770
2438,F,Ship,4,5,206,3,low,F,65,2598
5122,B,Ship,3,1,206,3,medium,M,5,5676
3609,A,Ship,3,5,257,3,low,M,5,5657
5179,D,Ship,3,5,254,3,medium,M,3,4072
5531,C,Ship,5,3,264,5,medium,F,5,1399
886,B,Ship,3,2,252,4,low,M,29,2353
5865,A,Road,4,3,134,2,low,F,2,4522
4027,D,Ship,2,1,166,3,medium,F,8,4255
4450,B,Ship,4,3,198,3,medium,F,1,5846
3431,C,Flight,3,1,200,2,medium,M,10,5178
2847,A,Ship,2,1,257,2,low,F,24,2130
10731,A,Ship,4,1,253,5,low,F,1,1235
8918,F,Flight,5,5,269,5,low,M,5,1742
7517,C,Road,5,4,228,5,low,M,5,1844
2138,F,Ship,5,3,239,4,low,M,3,3734
3841,D,Flight,4,2,153,2,medium,F,4,4069
10009,D,Flight,4,3,136,3,medium,F,4,5769
2030,F,Road,3,3,176,2,low,F,58,1730
8936,F,Ship,6,4,279,4,low,F,5,1241
2176,B,Road,3,5,230,3,low,F,49,3477
5437,D,Ship,4,5,253,2,low,M,8,5652
3,A,Flight,2,2,183,4,low,M,48,3374
10761,A,Ship,4,5,218,5,low,M,8,1574
4591,D,Ship,5,3,210,3,high,F,4,4819
5090,F,Ship,2,4,272,2,medium,M,4,4632
7594,B,Ship,5,3,150,4,medium,F,1,5211
639,A,Ship,6,2,269,4,medium,M,38,3171
4634,F,Road,4,3,134,4,low,M,3,5233
6594,F,Ship,5,4,281,4,medium,M,8,1220
5906,F,Flight,4,5,143,2,low,M,1,5836
9136,B,Ship,6,5,253,4,medium,M,8,1899
10805,C,Road,4,3,268,5,medium,M,7,1932
6795,A,Ship,4,3,134,10,medium,M,8,4337
7760,F,Ship,$7,5,253,4,low,M,10,1166
1521,A,Flight,3,3,205,2,medium,F,2,2910
2423,C,Ship,3,2,154,2,high,F,4,1009
9007,D,Ship,6,3,166,4,low,M,10,5783
2415,A,Ship,6,3,175,5,medium,F,64,1860
5194,B,Road,4,4,268,6,medium,F,3,4834
7600,B,Ship,5,3,245,4,low,M,1,5743
2662,B,Ship,4,1,201,4,medium,M,59,2925
970,B,Flight,2,1,121,2,medium,F,18,1839
4661,C,Flight,4,4,239,2,medium,M,4,4304
10318,B,Ship,2,2,161,3,low,F,5,5999
6830,F,Road,5,4,267,5,low,M,9,1017
6196,B,Ship,4,3,210,3,low,M,9,5556
3547,D,Road,4,2,152,3,medium,M,6,5764
4214,F,Ship,4,4,199,3,low,M,10,5002
9567,A,Road,4,1,224,2,medium,M,2,4581
4046,F,Ship,5,1,248,8,low,F,2,4023
6961,D,Road,3,1,178,4,medium,M,9,4298
4686,F,Ship,4,3,195,2,low,M,8,4576
4457,C,Ship,4,2,216,4,medium,M,3,4887
4612,B,Ship,3,4,219,2,medium,M,7,4883
4647,A,Road,3,1,204,3,high,F,9,5093
10886,F,Ship,4,4,177,5,medium,M,7,4070
7499,C,Ship,5,5,249,5,medium,M,5,1662
7344,F,Ship,3,2,151,2,medium,M,1,5179
10227,A,Ship,6,1,265,4,low,F,1,1345
2688,F,Ship,3,4,208,3,medium,F,23,2100
8804,F,Ship,3,5,195,2,medium,F,9,5832
2248,B,Ship,3,2,206,2,low,M,3,2261
5450,F,Ship,5,3,169,4,low,F,4,5683
1156,B,Ship,4,3,173,2,low,F,10,1179
7655,C,Road,3,4,199,3,medium,M,1,4490
7487,C,Ship,4,2,206,4,medium,F,5,1679
7043,C,Ship,6,4,272,4,low,F,4,4098
9753,A,Ship,2,3,258,2,low,M,4,5052
5297,C,Ship,3,1,137,5,low,F,8,4980
8876,F,Ship,5,4,225,5,low,F,6,2000
4349,C,Ship,3,2,139,5,low,M,8,4595
9882,F,Ship,5,4,267,5,low,M,9,1113
10840,B,Flight,4,3,148,3,medium,M,8,4240
5666,F,Ship,3,4,186,3,medium,F,4,5501
5838,F,Ship,2,4,233,2,medium,F,6,4758
9084,F,Ship,4,5,233,3,medium,F,7,5604
10527,A,Road,4,1,204,6,low,M,1,4943
8030,F,Ship,$7,1,247,4,medium,M,6,1297
975,A,Flight,5,3,96,4,medium,F,12,1655
9511,D,Ship,4,1,183,3,low,M,3,5178
10256,F,Road,4,3,173,3,low,M,4,4793
1223,C,Road,4,3,217,2,medium,M,22,2138
1846,B,Ship,4,4,201,10,medium,M,17,2059
9448,B,Road,5,5,227,5,medium,F,2,1436
7109,C,Road,6,2,279,4,low,F,5,1836
4576,B,Ship,4,1,166,5,low,F,1,5463
8741,C,Ship,3,5,168,3,low,M,8,5877
7621,D,Ship,2,3,206,4,medium,F,2,5443
5509,D,Ship,6,5,264,4,low,F,4,1822
6970,B,Road,4,4,192,4,low,F,2,5856
4937,C,Flight,5,2,198,3,low,F,7,5768
4708,B,Ship,3,1,146,4,low,F,10,4583
4435,D,Ship,3,3,171,4,low,M,8,4502
1899,A,Road,5,2,256,7,low,F,41,2758
6779,C,Ship,5,5,268,3,medium,F,7,4480
2781,A,Ship,3,2,245,4,medium,M,60,2178
5942,F,Ship,4,2,244,3,high,M,1,5559
1441,D,Ship,3,2,273,3,low,M,41,3464
2804,F,Ship,3,3,141,4,low,F,35,1417
363,A,Ship,3,5,203,2,medium,M,61,3642
10223,C,Ship,4,3,238,6,low,M,2,1898
4006,B,Ship,3,3,163,2,high,F,10,5364
5068,B,Flight,4,5,192,4,low,F,10,4691
2274,F,Ship,3,3,181,2,medium,M,58,3719
4254,F,Flight,5,5,133,2,low,F,10,4398
10996,B,Ship,4,1,232,5,medium,F,6,1247
3133,D,Road,3,5,251,3,low,F,21,2476
10734,F,Ship,5,1,251,6,low,F,5,1827
2395,D,Ship,4,5,227,3,low,M,65,3984
10750,B,Ship,3,1,202,3,medium,M,5,1556
2675,C,Ship,4,3,183,2,low,F,32,3709
2608,B,Flight,3,2,218,3,medium,F,52,2149
775,D,Ship,3,5,110,3,low,M,55,1875
9351,A,Ship,6,4,286,4,medium,F,1,1570
5278,B,Ship,5,1,279,4,low,F,3,1499
8676,F,Ship,4,3,274,3,medium,F,8,4276
2744,F,Flight,4,3,132,4,medium,M,10,1767
4180,B,Ship,4,1,155,3,low,F,4,5666
3922,B,Ship,4,2,261,2,medium,M,7,5764
9362,F,Ship,5,4,222,6,low,F,9,1003
7,D,Flight,3,4,250,3,low,F,3,2371
2368,B,Ship,4,5,185,2,low,F,47,3974
7510,B,Road,5,4,239,5,low,F,10,1042
8061,A,Road,5,5,186,4,low,M,3,4287
2707,D,Ship,4,3,174,3,low,F,5,1502
3987,A,Flight,3,2,227,2,medium,M,9,4659
6563,C,Road,4,3,256,5,low,F,5,1533
5056,B,Road,5,3,267,3,medium,F,8,5786
3280,B,Road,3,2,243,2,low,F,5,4769
7273,D,Flight,4,2,283,2,high,F,1,4115
7514,F,Road,6,1,253,4,low,M,10,1962
10563,A,Flight,3,5,190,5,high,F,7,4457
1944,F,Ship,4,4,224,2,high,F,31,2084
8336,F,Road,5,4,236,5,medium,F,2,1664
1071,A,Road,3,4,250,2,high,M,61,3207
5344,B,Flight,4,2,181,3,low,M,4,5078
6266,F,Ship,4,4,217,6,medium,M,9,1974
184,B,Ship,3,5,162,7,medium,F,16,1052
2742,F,Flight,4,2,171,3,low,F,40,1021
7106,F,Road,6,2,278,4,high,F,8,1967
9667,D,Ship,$7,5,256,4,medium,F,2,1396
3015,A,Flight,3,5,188,2,low,F,12,2711
2309,C,Road,3,2,268,3,low,M,30,2867
10083,A,Ship,3,4,164,2,low,M,1,4067
4035,A,Ship,5,4,227,2,medium,M,3,5904
4788,F,Road,3,2,144,3,high,F,9,4428
2496,F,Ship,3,5,229,3,medium,F,12,3049
6709,D,Flight,5,1,271,4,low,M,3,4610
8746,B,Road,3,2,260,2,low,M,7,5553
8904,F,Flight,6,5,308,4,low,F,7,1078
4967,C,Ship,4,1,198,3,medium,F,1,4090
6688,B,Road,5,4,221,5,low,M,6,5059
3250,B,Ship,5,2,265,2,medium,F,7,5464
6037,D,Flight,6,3,262,5,low,M,9,1053
3180,F,Ship,3,2,153,10,high,F,7,5305
4219,D,Ship,3,5,243,3,medium,F,5,4383
4168,B,Ship,3,2,231,3,low,F,5,5046
1271,C,Ship,4,4,158,3,medium,M,63,1387
9781,D,Ship,5,3,223,3,low,F,2,4671
913,D,Ship,4,4,161,3,low,F,6,1386
7123,D,Flight,5,1,198,4,low,F,5,5025
2783,C,Ship,4,4,173,3,medium,F,61,1609
9498,F,Ship,4,3,258,3,medium,F,7,4887
6205,D,Ship,5,4,216,4,medium,F,8,5878
3049,D,Ship,4,3,141,4,medium,F,38,1599
10412,F,Flight,5,1,245,5,low,F,7,1092
1281,A,Ship,3,4,179,3,high,M,57,1582
247,D,Ship,2,3,139,3,low,F,3,1788
317,C,Ship,4,2,238,2,high,M,17,3358
5721,A,Ship,6,3,305,4,low,M,3,1276
2026,B,Ship,3,2,183,3,low,F,44,2896
8414,F,Ship,4,3,257,3,low,M,8,4447
7529,C,Road,3,3,140,2,low,F,3,5713
5555,C,Ship,6,1,123,5,medium,M,5,5323
8660,F,Ship,6,2,269,4,medium,F,10,1166
3928,B,Ship,3,1,227,3,low,M,10,4305
3968,F,Road,3,1,135,2,low,M,7,5682
10179,A,Ship,4,4,258,5,low,M,9,1947
6470,F,Ship,5,3,189,5,low,M,7,4869
4365,A,Road,3,1,200,2,low,F,5,4884
8052,F,Ship,6,4,299,4,low,M,9,1527
8304,F,Ship,3,1,274,2,high,M,2,4352
10492,B,Ship,4,5,248,3,low,M,7,5853
3975,A,Flight,4,1,150,3,low,F,10,4470
2736,F,Flight,5,1,272,3,medium,M,27,2415
1437,A,Ship,4,3,142,6,low,M,6,1459
8550,F,Ship,6,5,278,4,low,M,2,1167
3788,F,Ship,3,4,245,4,low,M,9,4139
9610,B,Ship,4,3,231,3,medium,F,8,5069
7349,C,Ship,4,2,187,2,medium,F,7,5524
208,B,Ship,2,2,160,3,low,M,48,1691
3395,C,Ship,5,5,270,3,low,M,2,4351
9681,A,Ship,$7,3,255,4,medium,F,4,1373
3453,A,Ship,5,1,123,2,low,F,9,5497
2637,A,Ship,4,3,154,3,medium,M,10,1711
2700,F,Ship,4,2,179,3,high,F,30,1076
2976,F,Ship,4,1,220,3,high,M,2,3886
10046,F,Ship,5,4,240,4,medium,M,7,4552
1605,A,Ship,2,2,145,2,low,M,1,1126
8873,C,Ship,5,3,237,5,medium,F,4,1567
5702,F,Ship,4,4,147,4,low,F,8,5882
1448,F,Ship,4,4,154,3,low,M,52,1367
5854,B,Ship,6,1,185,4,high,F,10,5254
2427,A,Ship,3,5,267,2,low,F,16,2913
6793,D,Ship,3,1,207,2,low,M,7,4639
3983,C,Flight,3,2,224,3,medium,M,1,5343
5058,F,Road,4,2,174,3,low,F,3,5920
3063,A,Ship,6,4,217,5,low,F,7,3725
5216,F,Flight,6,4,292,4,low,F,10,1321
151,D,Flight,4,4,220,2,medium,F,7,2551
6974,F,Road,4,3,250,3,low,M,10,4316
4620,F,Ship,6,5,215,4,medium,M,5,5409
6152,F,Road,4,3,158,3,high,F,5,5602
2007,A,Ship,3,2,209,2,low,F,24,2748
9854,F,Road,4,3,250,6,medium,M,2,4246
10643,C,Ship,5,3,184,5,low,M,3,5219
5361,A,Ship,3,3,223,3,medium,F,4,5062
9520,B,Ship,2,2,101,5,medium,F,6,4196
3869,C,Ship,4,3,235,3,high,F,10,4172
2639,C,Ship,3,2,151,3,low,M,40,1173
10252,B,Road,3,1,267,2,low,F,9,5744
7056,F,Ship,3,3,261,4,low,M,3,5722
4246,B,Flight,3,1,191,3,low,M,1,4705
5587,D,Ship,5,2,274,4,medium,F,7,4929
351,A,Ship,4,5,188,3,low,F,13,2409
9690,F,Ship,$7,1,301,4,low,F,6,1052
5062,B,Road,4,2,222,3,low,M,4,5919
94,B,Ship,3,3,219,3,medium,F,17,3387
10106,F,Ship,5,5,265,3,low,M,3,5637
9483,A,Ship,3,3,126,6,low,M,8,5084
940,B,Road,4,1,147,3,low,F,15,1956
8035,D,Ship,$7,2,289,5,low,M,1,1178
7692,F,Ship,4,3,140,2,medium,F,2,5042
664,B,Road,3,2,178,2,medium,F,22,1247
10379,C,Ship,4,4,245,3,medium,F,7,4480
5499,A,Ship,$7,3,281,4,low,M,1,1215
8796,F,Ship,3,2,234,3,medium,M,5,4757
3879,A,Ship,5,2,205,4,low,M,6,5486
5790,F,Ship,4,4,217,5,medium,F,4,1503
5035,D,Ship,$7,5,284,4,medium,F,8,1148
2451,A,Road,4,2,163,3,low,F,27,1639
1945,D,Ship,4,4,184,3,low,F,52,3128
6200,F,Ship,5,2,280,4,low,M,8,4539
956,F,Flight,4,5,209,8,medium,F,59,2948
801,A,Road,5,5,170,2,medium,F,36,1278
3088,B,Ship,4,1,233,2,medium,F,60,2671
606,F,Ship,4,4,166,5,low,F,54,1203
2615,C,Flight,5,1,253,5,low,M,31,3836
570,F,Ship,4,5,265,2,medium,F,18,2969
733,D,Ship,6,3,281,3,medium,M,11,2135
10340,F,Ship,4,5,265,2,low,F,6,4660
5812,B,Ship,5,4,285,2,low,M,2,4505
3899,C,Ship,4,4,155,2,medium,F,9,4932
7319,C,Ship,5,2,158,3,medium,M,2,5221
3002,F,Road,3,3,203,3,low,M,4,3114
8212,B,Road,3,4,206,3,medium,F,5,5915
4691,C,Ship,3,1,245,3,medium,F,1,5325
1326,F,Ship,4,3,286,5,low,M,37,2938
4649,C,Road,3,1,108,6,medium,F,7,4024
9728,F,Flight,5,4,97,3,medium,F,8,4577
6390,F,Ship,4,2,197,2,low,F,1,4977
6082,B,Ship,4,2,270,2,high,F,9,5080
6764,F,Ship,4,2,211,2,low,F,9,5883
6441,A,Flight,3,4,186,6,low,F,8,4134
1732,B,Ship,3,3,138,4,low,M,56,1440
10611,A,Ship,3,1,257,4,low,M,8,4692
7122,F,Flight,4,5,98,4,low,M,5,5188
1496,F,Road,4,3,199,2,low,F,28,2607
3507,A,Ship,4,3,192,3,medium,F,10,4086
895,D,Ship,3,5,198,2,medium,F,62,3015
5293,D,Ship,3,2,205,2,low,M,6,4853
5051,C,Road,4,3,192,3,low,F,10,4068
8490,F,Flight,3,5,261,3,low,F,10,4224
10728,F,Ship,5,4,219,5,low,M,10,1363
7480,B,Ship,4,5,273,5,medium,F,7,1409
149,C,Flight,3,3,135,3,low,M,56,1490
6782,F,Ship,5,1,142,6,medium,M,1,4843
4291,D,Ship,4,4,211,4,medium,M,8,4747
8806,B,Ship,3,1,176,2,medium,F,4,5726
1349,C,Road,4,5,253,2,medium,F,43,2589
2085,A,Ship,3,2,173,3,high,M,40,1723
3011,C,Flight,3,3,214,2,medium,F,4,3754
1485,A,Road,3,1,180,2,low,F,65,1321
