UDI,Product,type,Air,Process,Rotationa2,Torque,Too2,Target
548,115407,1,297.5,309.4,1482,39.3,112,0
549,247728,2,297.4,309.3,1332,53.2,115,0
550,247729,2,297.4,309.2,1437,40.4,117,0
551,247730,2,297.4,309.2,1698,29.4,119,0
552,247731,2,297.4,309.2,1274,54.3,121,0
553,115412,1,297.4,309.3,1622,35,123,0
554,115413,1,297.4,309.3,1564,36,126,0
555,329968,3,297.5,309.4,1368,45.3,129,0
556,115415,1,297.4,309.4,1539,42.2,134,0
557,247736,2,297.5,309.4,1357,50.1,137,0
558,115417,1,297.5,309.4,1433,48.3,139,0
559,247738,2,297.5,309.4,1650,34.6,142,0
560,247739,2,297.5,309.4,1503,40.6,144,0
561,247740,2,297.5,309.4,1318,58.2,146,0
562,115421,1,297.5,309.4,1678,34.4,148,0
563,247742,2,297.6,309.5,1574,30.9,151,0
564,247743,2,297.7,309.6,1529,35.2,153,0
565,329978,3,297.6,309.6,1669,32.1,155,0
566,329979,3,297.7,309.7,1570,35.8,160,0
567,115426,1,297.6,309.7,1541,33.7,165,0
568,115427,1,297.7,309.7,1680,30.2,168,0
569,247748,2,297.8,309.7,1935,22.1,171,0
570,115429,1,297.7,309.6,1596,35.2,173,0
571,247750,2,297.7,309.7,1498,41,176,0
572,115431,1,297.8,309.8,1676,29,178,0
573,247752,2,297.8,309.9,1351,49,181,0
574,247753,2,297.9,309.9,1472,45,183,0
575,115434,1,297.9,310,1439,41.7,185,0
576,115435,1,297.9,309.9,1410,55.4,188,0
577,329990,3,297.7,309.7,1440,51.1,191,0
578,247757,2,297.7,309.7,1591,37.7,196,0
579,247758,2,297.8,309.8,1533,36.8,198,0
580,115439,1,297.8,309.7,1700,31.3,200,0
581,115440,1,297.8,309.8,1798,25.5,203,0
582,247761,2,297.8,309.7,1394,42.9,206,0
583,247762,2,297.8,309.7,1341,49.2,208,0
584,329997,3,297.7,309.6,1697,32.2,210,0
585,329998,3,297.6,309.6,1419,48.2,215,0
586,247765,2,297.6,309.5,2001,20.5,220,0
587,247766,2,297.6,309.6,1501,49.8,222,1
588,330001,3,297.6,309.5,1623,33.1,224,0
589,247768,2,297.6,309.4,1628,33.4,229,0
590,247769,2,297.6,309.4,1491,40.2,231,0
591,247770,2,297.5,309.4,1517,36.7,233,0
592,330005,3,297.5,309.3,1525,41.7,235,0
593,330006,3,297.5,309.5,1668,27.9,240,0
594,247773,2,297.5,309.6,1312,50.7,0,0
595,330008,3,297.6,309.6,1278,50.4,2,0
596,115455,1,297.6,309.6,1330,53.1,7,0
597,115456,1,297.6,309.6,1530,37.3,10,0
598,330011,3,297.6,309.6,1428,46.6,13,0
599,247778,2,297.7,309.6,1480,47.9,18,0
600,330013,3,297.7,309.7,1616,31.1,20,0
601,247780,2,297.8,309.7,1547,37.3,25,0
602,247781,2,297.9,309.7,2194,16.8,27,0
603,247782,2,297.9,309.8,2000,21.3,29,0
604,247783,2,297.9,309.8,1336,71.6,31,1
605,247784,2,297.9,309.9,1542,33.8,33,0
606,115465,1,297.9,309.8,1693,29.9,35,0
607,247786,2,297.9,309.8,1461,50.5,38,0
608,115467,1,298,309.9,1565,33.9,40,0
609,247788,2,298,309.9,1403,47.7,43,0
610,247789,2,298.1,309.9,1629,32.5,45,0
611,247790,2,298.1,310,1534,33.7,47,0
612,247791,2,298.1,310,1553,40.9,49,0
613,247792,2,298.1,309.9,1563,32.8,51,0
614,247793,2,298.1,309.9,1634,30,53,0
615,115474,1,298,309.9,1445,45.2,55,0
616,247795,2,298.1,309.9,1642,30.4,58,0
617,330030,3,298.1,309.9,1686,29.1,60,0
618,115477,1,298.1,310,1393,43.1,65,0
619,330032,3,298.2,310,1433,44.2,68,0
620,247799,2,298.3,310,1507,44.7,73,0
621,115480,1,298.3,310.1,1389,49.6,75,0
622,247801,2,298.3,310.1,1408,45.3,78,0
623,115482,1,298.4,310.2,1725,32,80,0
624,247803,2,298.4,310.1,1926,23.7,83,0
625,330038,3,298.3,310.1,1509,37.6,85,0
626,247805,2,298.3,310.1,1545,36.3,90,0
627,247806,2,298.4,310.1,1533,35.2,92,0
628,247807,2,298.4,310.1,1455,42.2,94,0
629,115488,1,298.4,310.1,1335,57.8,96,0
630,247809,2,298.3,310.1,1523,45.9,99,0
631,247810,2,298.3,310,1460,47.6,101,0
632,247811,2,298.4,310,1554,37.3,103,0
633,330046,3,298.3,310,1419,47.1,105,0
634,247813,2,298.3,310,1442,43.9,110,0
635,247814,2,298.3,309.9,1507,41.6,112,0
636,247815,2,298.3,310,1858,23.9,114,0
637,247816,2,298.3,309.9,1463,43.9,116,0
638,247817,2,298.2,309.7,1585,37.4,118,0
639,247818,2,298,309.6,1536,37.3,120,0
640,247819,2,298,309.6,1403,51.3,122,0
641,115500,1,297.9,309.6,1515,38.8,124,0
642,247821,2,297.9,309.5,1390,47.9,127,0
643,115502,1,297.8,309.4,1226,58.7,129,0
644,115503,1,297.8,309.4,1495,36.5,132,0
645,330058,3,297.7,309.4,1608,30.2,135,0
646,247825,2,297.7,309.4,1392,44.1,140,0
647,115506,1,297.7,309.4,1461,43.7,142,0
648,247827,2,297.7,309.3,1559,36.9,145,0
649,330062,3,297.7,309.3,1400,48.9,147,0
650,115509,1,297.7,309.2,1732,28.8,152,0
651,247830,2,297.6,309.2,1611,33.1,155,0
652,247831,2,297.6,309.1,1503,38.9,157,0
653,247832,2,297.7,309.2,1391,44.5,159,0
654,247833,2,297.8,309.3,2015,20.1,161,0
655,247834,2,297.8,309.2,1683,30.9,163,0
656,247835,2,297.7,309.1,1435,38.8,165,0
657,115516,1,297.7,309.1,1732,28.1,167,0
658,247837,2,297.7,309.2,1365,58.6,170,0
659,247838,2,297.7,309.1,1562,36.8,172,0
660,247839,2,297.6,309.1,1449,49.1,174,0
661,115520,1,297.7,309.2,1700,27.4,176,0
662,115521,1,297.6,309,1427,45.6,179,0
663,115522,1,297.6,308.9,1479,38.1,182,0
664,247843,2,297.5,308.9,1469,44,185,0
665,247844,2,297.5,308.9,1390,47.4,187,0
666,247845,2,297.5,308.9,1729,28.1,189,0
667,247846,2,297.5,309,1470,43.5,191,0
668,247847,2,297.5,308.9,1459,48.5,193,0
669,247848,2,297.5,308.9,1738,24,195,0
670,330083,3,297.5,308.9,1471,37.7,197,0
671,247850,2,297.6,309,1822,25.4,202,0
672,247851,2,297.5,308.9,1554,34.8,204,0
673,115532,1,297.6,308.9,1433,43.2,206,0
674,247853,2,297.6,308.9,1449,47.7,209,0
675,247854,2,297.8,309,1456,41.2,0,0
676,115535,1,297.8,309.1,1424,45.5,2,0
677,330090,3,297.9,309.2,1577,34.7,5,0
678,247857,2,297.9,309.2,1478,39.7,10,0
679,115538,1,297.8,309.2,1295,61.2,12,0
680,247859,2,297.8,309.2,1372,47.3,15,0
681,115540,1,297.8,309.1,1432,42.6,17,0
682,115541,1,297.7,309,1656,33.2,20,0
683,330096,3,297.8,309,1410,48.8,23,0
684,247863,2,297.7,309,1874,24.4,28,0
685,247864,2,297.7,309,1538,43.2,30,0
686,115545,1,297.7,309,1636,29.7,32,0
687,115546,1,297.7,309,1504,40.4,35,0
688,115547,1,297.7,309,1531,42.4,38,0
689,330102,3,297.6,309,1735,26.4,41,0
690,330103,3,297.6,309,1354,55.6,46,0
691,330104,3,297.6,309,1413,40.2,51,0
692,247871,2,297.7,309.1,1563,39.3,56,0
693,247872,2,297.7,309.1,1479,42.1,58,0
694,247873,2,297.7,309.1,1477,38.3,60,0
695,247874,2,297.6,309.1,1394,50,62,0
696,247875,2,297.6,309,1487,45.4,64,0
697,115556,1,297.6,309,1815,25.3,66,0
698,115557,1,297.6,308.8,1453,39.7,69,0
699,247878,2,297.6,308.8,1539,40.2,72,0
700,330113,3,297.5,308.7,1416,39.2,74,0
701,115560,1,297.6,308.8,1683,31.6,79,0
702,247881,2,297.7,308.8,1515,40.1,82,0
703,115562,1,297.7,308.9,1531,48.3,84,0
704,330117,3,297.7,308.9,1479,40.9,87,0
705,247884,2,297.7,308.9,1516,33.7,92,0
706,247885,2,297.7,309,1507,38.2,94,0
707,115566,1,297.8,309,1434,43.3,96,0
708,247887,2,297.7,308.9,1838,27.3,99,0
709,115568,1,297.6,308.8,1416,45.9,101,0
710,115569,1,297.6,308.8,1357,49.7,104,0
711,115570,1,297.5,308.7,1697,28.1,107,0
712,247891,2,297.5,308.7,1443,46.2,110,0
713,247892,2,297.5,308.7,1453,37.6,112,0
714,247893,2,297.4,308.6,1439,46.4,114,0
715,247894,2,297.4,308.6,1609,36.2,116,0
716,247895,2,297.4,308.6,1324,59.1,118,0
717,330130,3,297.4,308.6,1420,45.8,120,0
718,247897,2,297.4,308.7,1545,36.9,125,0
719,247898,2,297.5,308.8,1477,39,127,0
720,247899,2,297.4,308.8,1447,58.1,129,0
721,247900,2,297.4,308.9,1809,23.8,131,0
722,247901,2,297.5,308.9,1696,30.9,133,0
723,247902,2,297.5,308.9,1427,44.7,135,0
724,115583,1,297.4,308.9,1500,46.3,137,0
725,247904,2,297.5,308.9,1390,44.6,140,0
726,247905,2,297.4,308.8,1640,34.2,142,0
727,115586,1,297.4,308.8,1628,37.4,144,0
728,330141,3,297.3,308.6,1499,37.6,147,0
729,115588,1,297.4,308.7,1425,50.3,152,0
730,247909,2,297.3,308.6,1586,37.7,155,0
731,115590,1,297.3,308.6,1471,50.7,157,0
732,115591,1,297.3,308.6,1431,53,160,0
733,247912,2,297.2,308.6,1924,22.1,163,0
734,115593,1,297.1,308.4,1421,42,165,0
735,330148,3,297,308.4,1305,54.6,168,0
736,247915,2,296.9,308.4,1557,32.4,173,0
737,247916,2,296.9,308.3,1555,38.2,175,0
738,330151,3,296.9,308.3,1474,39.2,177,0
739,247918,2,296.8,308.3,1506,45.9,182,0
740,247919,2,296.9,308.4,1390,41.8,184,0
741,115600,1,296.9,308.4,1450,46.9,186,0
742,247921,2,296.9,308.3,1513,38.8,189,0
743,247922,2,296.8,308.2,1643,34.7,191,0
744,247923,2,296.8,308.2,1361,53.8,193,0
745,247924,2,296.7,308.1,1450,40.9,195,0
746,247925,2,296.7,308,1451,50.7,197,0
747,247926,2,296.8,308.1,1289,62,199,1
748,247927,2,296.8,308.1,1356,48.3,201,0
749,330162,3,296.7,308.1,1528,46.3,203,0
750,247929,2,296.6,308,1978,22.3,208,0
751,247930,2,296.7,308,1535,36.8,210,0
752,115611,1,296.8,308.1,1843,24.2,212,0
753,247932,2,296.9,308.1,1422,48.7,215,0
754,247933,2,296.8,308,1536,40.4,217,0
755,115614,1,296.9,308.1,1483,44.3,219,0
756,330169,3,296.8,308.1,1492,43.7,222,0
757,247936,2,296.8,308,1584,40.4,227,0
758,247937,2,296.9,308.1,1555,33.7,229,0
759,247938,2,296.8,308,1497,41.7,231,0
760,115619,1,296.7,307.8,1537,36.3,233,0
761,247940,2,296.7,307.8,1505,39.4,236,0
762,247941,2,296.7,307.8,1646,34.6,238,0
763,115622,1,296.7,307.8,1286,60.5,0,0
764,247943,2,296.7,307.8,1400,47.5,3,0
765,247944,2,296.8,307.9,1337,56.5,5,0
766,247945,2,296.9,308,1332,53.9,7,0
767,247946,2,296.8,308,1561,38.3,9,0
768,247947,2,296.9,308,1546,31.1,11,0
769,247948,2,296.9,308,1713,29.3,13,0
770,247949,2,296.9,308,1343,44.5,15,0
771,247950,2,296.8,308,1391,54.4,17,0
772,330185,3,296.8,308,1311,58.6,19,0
773,330186,3,296.8,308,1453,51,24,0
774,247953,2,296.8,308,1510,39.4,29,0
775,247954,2,296.8,307.9,1448,48.8,31,0
776,247955,2,296.7,307.8,1453,46,33,0
777,247956,2,296.7,307.8,1468,39.2,35,0
778,247957,2,296.7,307.8,1382,47.5,37,0
779,247958,2,296.7,308,1580,32.2,39,0
780,247959,2,296.8,308,1666,29.8,41,0
781,115640,1,296.9,308,1409,50.7,43,0
782,247961,2,296.8,308,1675,29.7,46,0
783,247962,2,296.8,307.9,1698,30.8,48,0
784,330197,3,296.7,307.9,1579,33.4,50,0
785,247964,2,296.7,307.9,1743,27.9,55,0
786,115645,1,296.9,308,1497,44.8,57,0
787,247966,2,296.9,308.1,1741,28.8,60,0
788,247967,2,296.9,308.1,1435,45.3,62,0
789,115648,1,296.9,308.1,1440,46.3,64,0
790,115649,1,296.9,308,1641,33.3,67,0
791,247970,2,296.8,307.9,1420,45.4,70,0
792,247971,2,296.8,307.9,1611,35.4,72,0
793,247972,2,296.8,307.8,1373,42.9,74,0
794,115653,1,296.8,307.9,1683,31.8,76,0
795,330208,3,296.9,307.9,1547,32.6,79,0
796,247975,2,296.9,307.8,1605,37,84,0
797,115656,1,296.9,307.9,2010,18.9,86,0
798,247977,2,296.8,307.7,1565,40.1,89,0
799,115658,1,296.9,307.8,1828,24.6,91,0
800,115659,1,297,307.8,1579,34.1,94,0
801,115660,1,297,307.9,1882,24.2,97,0
802,247981,2,296.9,307.8,1285,52.1,100,0
803,247982,2,296.9,307.8,1571,35,102,0
804,330217,3,296.9,307.8,1549,37.8,104,0
805,115664,1,296.9,307.8,1544,37.6,109,0
806,115665,1,297,307.9,1412,47.4,112,0
807,115666,1,297,307.9,1422,53,115,0
808,247987,2,297,307.7,1867,22.8,118,0
809,247988,2,296.9,307.7,1424,43.3,120,0
810,247989,2,296.9,307.6,1452,45.7,122,0
811,247990,2,296.9,307.7,1550,39.7,124,0
812,247991,2,296.8,307.6,1588,37.6,126,0
813,247992,2,296.8,307.6,1338,44.4,128,0
814,247993,2,296.8,307.6,1513,40,130,0
815,115674,1,296.8,307.5,1470,45.9,132,0
816,115675,1,296.8,307.5,1516,36.7,135,0
817,247996,2,296.8,307.6,1434,48.3,138,0
818,247997,2,296.8,307.6,1368,52,140,0
819,247998,2,296.8,307.6,1304,48.7,142,0
820,247999,2,296.8,307.6,1398,46.7,144,0
821,248000,2,296.7,307.6,1516,37.4,146,0
822,248001,2,296.7,307.6,1474,41.7,148,0
823,115682,1,296.7,307.6,1547,34.7,150,0
824,115683,1,296.6,307.5,1482,39.9,153,0
825,248004,2,296.6,307.4,1436,42.8,156,0
826,248005,2,296.6,307.3,1474,40,158,0
827,248006,2,296.5,307.2,1481,38.2,160,0
828,248007,2,296.5,307.3,1501,42.1,162,0
829,248008,2,296.5,307.3,1566,37.2,164,0
830,248009,2,296.5,307.3,1579,34.5,166,0
831,248010,2,296.6,307.4,1631,35,168,0
832,115691,1,296.6,307.4,1544,42.3,170,0
833,248012,2,296.6,307.4,1521,38.6,173,0
834,248013,2,296.6,307.4,1616,28,175,0
835,330248,3,296.6,307.4,1333,50.2,177,0
836,115695,1,296.7,307.4,1533,32.5,182,0
837,248016,2,296.6,307.4,1368,45.1,185,0
838,248017,2,296.6,307.4,1465,47.8,187,0
839,330252,3,296.6,307.4,1406,41.5,189,0
840,115699,1,296.5,307.4,1565,43.5,194,0
841,248020,2,296.6,307.5,1582,37.9,197,0
842,248021,2,296.6,307.5,1439,45.5,199,0
843,115702,1,296.6,307.5,1566,35,201,0
844,248023,2,296.6,307.5,1485,42.7,204,0
845,248024,2,296.5,307.5,1566,35.1,206,0
846,248025,2,296.3,307.3,1439,41.5,208,0
847,115706,1,296.4,307.4,1416,50,210,0
848,248027,2,296.4,307.4,2833,5.6,213,1
849,248028,2,296.3,307.4,1465,47.1,215,0
850,330263,3,296.4,307.4,1586,35.5,0,0
851,248030,2,296.3,307.3,1567,31.4,5,0
852,115711,1,296.2,307.2,1389,48.6,7,0
853,115712,1,296.3,307.3,1368,49.5,10,0
854,248033,2,296.3,307.3,1444,49,13,0
855,115714,1,296.3,307.3,1498,41.6,15,0
856,248035,2,296.1,307.2,1615,30.8,18,0
857,248036,2,296.1,307.1,1898,22.7,20,0
858,115717,1,296.1,307.1,1350,53.3,22,0
859,115718,1,296.2,307,1516,37.6,25,0
860,330273,3,296.2,307,1542,40.6,28,0
861,330274,3,296.1,306.9,1541,32.6,33,0
862,115721,1,296.1,306.9,1951,23.3,38,0
863,330276,3,296.1,306.8,1645,31,41,0
864,248043,2,296,306.7,1416,44.2,46,0
865,115724,1,296,306.7,2044,22.3,48,0
866,248045,2,295.9,306.6,1414,50.2,51,0
867,248046,2,295.9,306.6,1678,26.7,53,0
868,330281,3,295.9,306.5,1594,33.2,55,0
869,115728,1,295.8,306.5,1514,37.7,60,0
870,248049,2,295.8,306.5,1358,49.2,63,0
871,248050,2,295.8,306.4,1325,56.2,65,0
872,248051,2,295.8,306.4,1339,53.2,67,0
873,115732,1,295.8,306.4,1335,51.7,69,0
874,248053,2,295.9,306.4,1892,21.7,72,0
875,248054,2,295.9,306.4,1575,28.5,74,0
876,115735,1,295.8,306.3,1444,45.5,76,0
877,248056,2,295.7,306.3,1915,22.4,79,0
878,115737,1,295.6,306.2,1584,33.6,81,0
879,115738,1,295.7,306.3,1685,34.9,84,0
880,248059,2,295.8,306.3,1337,54.6,87,0
881,115740,1,295.8,306.3,1235,76.2,89,1
882,248061,2,295.7,306.2,1464,46.2,92,0
883,115742,1,295.7,306.2,1739,25.9,94,0
884,248063,2,295.7,306.3,1490,34.3,97,0
885,248064,2,295.8,306.4,1356,48,99,0
886,248065,2,295.7,306.2,1397,52,101,0
887,248066,2,295.7,306.2,1458,40.6,103,0
888,330301,3,295.7,306.2,2161,16.5,105,0
889,115748,1,295.6,306.1,1651,28.1,110,0
890,248069,2,295.6,306.1,1389,46.2,113,0
891,248070,2,295.6,306,1370,52.4,115,0
892,248071,2,295.7,306.1,1408,47.9,117,0
893,248072,2,295.7,306.1,1343,54.4,119,0
894,115753,1,295.7,306.2,1423,42.5,121,0
895,248074,2,295.6,306.2,1426,48.6,124,0
896,115755,1,295.6,306.2,1435,51.6,126,0
897,248076,2,295.5,306.1,1573,35.1,129,0
898,248077,2,295.6,306.2,1612,31.2,131,0
899,248078,2,295.6,306.2,1446,49.9,133,0
900,330313,3,295.6,306.2,1329,55.3,135,0
901,248080,2,295.6,306.2,1569,35.1,140,0
902,330315,3,295.6,306.1,1256,62.3,142,0
903,248082,2,295.6,306.1,1383,48.7,147,0
904,248083,2,295.7,306.2,2270,14.6,149,1
905,330318,3,295.7,306.2,1458,49.8,151,0
906,248085,2,295.6,306.1,1474,41.2,156,0
907,115766,1,295.6,306.1,1462,49.2,158,0
908,115767,1,295.6,306.1,1669,29,161,0
909,115768,1,295.5,306.1,1822,24.3,164,0
910,248089,2,295.5,306,1456,39.2,167,0
911,248090,2,295.5,306,1546,35.9,169,0
912,115771,1,295.6,306.1,1490,42.7,171,0
913,248092,2,295.6,306,1569,40.4,174,0
914,248093,2,295.5,306,1621,29.5,176,0
915,115774,1,295.4,305.9,1518,40.6,178,0
916,115775,1,295.4,305.8,1526,38.2,181,0
917,115776,1,295.3,305.8,1589,36.2,184,0
918,248097,2,295.3,305.7,1475,51,187,0
919,115778,1,295.3,305.7,1473,38.5,189,0
920,248099,2,295.4,305.8,1407,50.7,192,0
921,115780,1,295.5,305.9,1518,44.1,194,0
922,330335,3,295.5,305.9,1593,37.2,197,0
923,115782,1,295.5,305.9,1380,52.4,202,0
924,115783,1,295.5,306,1423,45.3,205,0
925,248104,2,295.5,306,1800,27.6,208,0
926,330339,3,295.6,306.1,1623,30.9,210,0
927,248106,2,295.6,306.1,1372,55.6,215,1
928,330341,3,295.6,306,1396,52.4,0,0
929,248108,2,295.6,306,1949,21.9,5,0
930,248109,2,295.6,306,1419,51.1,7,0
931,115790,1,295.5,305.9,1453,47.3,9,0
932,248111,2,295.5,305.9,1542,36.2,12,0
933,248112,2,295.6,306,1363,50,14,0
934,248113,2,295.5,306,1597,37.2,16,0
935,115794,1,295.5,306,1326,50.8,18,0
936,115795,1,295.5,306,1641,36.6,21,0
937,115796,1,295.6,306.1,1418,46.2,24,0
938,248117,2,295.6,306.2,1263,61.8,27,0
939,248118,2,295.6,306.2,1823,25.8,29,0
940,248119,2,295.5,306.1,1488,40.7,31,0
941,248120,2,295.6,306.2,1443,48.9,33,0
942,248121,2,295.6,306.2,1650,28.2,35,0
943,115802,1,295.7,306.3,1462,44.3,37,0
944,115803,1,295.6,306.2,1477,45,40,0
945,115804,1,295.7,306.3,1712,28.5,43,0
946,115805,1,295.7,306.3,1347,50.4,46,0
947,248126,2,295.6,306.2,1287,54.8,49,0
948,248127,2,295.6,306.2,1428,44.5,51,0
949,115808,1,295.6,306.3,1426,45.5,53,0
950,248129,2,295.6,306.3,1636,32.7,56,0
951,248130,2,295.6,306.2,1424,42.5,58,0
952,330365,3,295.6,306.3,1509,35.8,60,0
953,248132,2,295.5,306.2,1448,48.9,65,0
954,248133,2,295.5,306.1,1650,32.8,67,0
955,330368,3,295.6,306.2,1414,42.5,69,0
956,248135,2,295.6,306.3,1911,20.9,74,0
957,330370,3,295.6,306.2,1632,32.2,76,0
958,115817,1,295.7,306.4,1387,40.1,81,0
959,248138,2,295.8,306.4,1399,47.6,84,0
960,248139,2,295.8,306.5,1505,35.2,86,0
961,248140,2,295.8,306.5,1534,37.9,88,0
962,248141,2,295.8,306.5,1493,40.5,90,0
963,115822,1,295.8,306.6,1480,43.2,92,0
964,248143,2,295.8,306.6,1621,31.6,95,0
965,248144,2,295.7,306.5,1737,26.2,97,0
966,248145,2,295.8,306.6,1508,46.5,99,0
967,115826,1,295.8,306.5,1641,32.2,101,0
968,115827,1,295.9,306.6,1532,38.6,104,0
969,248148,2,295.9,306.7,1547,40.9,107,0
970,248149,2,295.9,306.6,1412,41,109,0
971,248150,2,295.8,306.5,1568,35.1,111,0
972,248151,2,295.9,306.6,1557,41.1,113,0
973,248152,2,295.8,306.6,1644,35.2,115,0
974,248153,2,295.9,306.6,1679,30.4,117,0
975,248154,2,296,306.6,1511,35.2,119,0
976,115835,1,296,306.6,1628,36.8,121,0
977,115836,1,296,306.6,1392,51.3,124,0
978,248157,2,296,306.7,1917,21,127,0
979,115838,1,296.2,306.8,1526,42.3,129,0
980,248159,2,296.2,306.8,1389,53.3,132,0
981,248160,2,296.1,306.7,1409,42.8,134,0
982,248161,2,296.2,306.8,1655,31.1,136,0
983,248162,2,296.2,306.9,1516,39.1,138,0
984,248163,2,296.2,306.9,1526,34.9,140,0
985,248164,2,296.3,307.1,1419,48.6,142,0
986,248165,2,296.4,307.2,1748,25.3,144,0
987,330400,3,296.4,307.1,1638,32.5,146,0
988,115847,1,296.3,307.1,1534,33.8,151,0
989,330402,3,296.3,307.1,1774,25.9,154,0
990,115849,1,296.2,307,2119,18.3,159,0
991,248170,2,296.2,307,1414,48.3,162,0
992,115851,1,296.1,307,1523,42,164,0
993,248172,2,296.1,307.1,1651,35.7,167,0
994,115853,1,296.1,307.1,1485,36,169,0
995,115854,1,296.2,307.2,1168,63.4,172,0
996,248175,2,296.3,307.3,1566,35.8,175,0
997,115856,1,296.3,307.2,1286,51.1,177,0
998,115857,1,296.3,307.2,1446,45.9,180,0
999,115858,1,296.4,307.2,2071,19.4,183,0
1000,248179,2,296.3,307.1,1560,33.2,186,0
1001,248180,2,296.3,307.1,1654,29.6,188,0
1002,248181,2,296.3,307.1,1662,32.9,190,0
1003,248182,2,296.3,307.2,1646,35,192,0
1004,248183,2,296.2,307.1,1444,46.7,194,0
1005,330418,3,296.3,307.2,1424,42,196,0
1006,248185,2,296.2,307.2,1382,52,201,0
1007,248186,2,296.2,307.1,1413,53.4,203,0
1008,115867,1,296.2,307.2,1633,31.1,0,0
1009,248188,2,296.2,307.1,1441,41.7,3,0
1010,115869,1,296.2,307.2,1385,44,5,0
1011,115870,1,296.2,307.2,1552,34.8,8,0
1012,115871,1,296.2,307.3,1451,42.8,11,0
1013,115872,1,296.1,307.1,1433,38.5,14,0
1014,115873,1,296.1,307.2,1619,29.7,17,0
1015,248194,2,296.2,307.2,1445,41.8,20,0
1016,248195,2,296.2,307.2,1356,43.6,22,0
1017,115876,1,296.3,307.2,1319,68.3,24,1
1018,248197,2,296.3,307.2,1637,31.6,27,0
1019,248198,2,296.3,307.2,1291,58.6,29,0
1020,248199,2,296.3,307.3,1398,52.7,31,0
1021,248200,2,296.3,307.3,1372,57.7,33,0
1022,115881,1,296.3,307.2,1454,42.5,35,0
1023,248202,2,296.2,307.2,1515,36.5,38,0
1024,248203,2,296.2,307.3,1881,24.3,40,0
1025,248204,2,296.2,307.3,1711,29.9,42,0
1026,248205,2,296.2,307.3,1475,37,44,0
1027,248206,2,296.4,307.4,1512,36.8,46,0
1028,115887,1,296.3,307.4,1335,50.5,48,0
1029,248208,2,296.3,307.4,1472,39.9,51,0
1030,115889,1,296.2,307.3,1477,35.2,53,0
1031,248210,2,296.3,307.4,1760,28.4,56,0
1032,248211,2,296.4,307.5,1549,36.1,58,0
1033,248212,2,296.3,307.4,1648,34,60,0
1034,330447,3,296.4,307.5,1556,38,62,0
1035,115894,1,296.3,307.4,1958,19.1,67,0
1036,248215,2,296.4,307.4,1403,48.4,70,0
1037,115896,1,296.4,307.5,1684,31.4,72,0
1038,330451,3,296.4,307.5,1596,35.1,75,0
1039,248218,2,296.6,307.6,1498,41.1,80,0
1040,248219,2,296.7,307.7,1524,36.8,82,0
1041,248220,2,296.7,307.7,1502,43.9,84,0
1042,248221,2,296.6,307.6,1809,25.1,86,0
1043,248222,2,296.6,307.6,1542,37.4,88,0
1044,248223,2,296.5,307.6,1431,45.2,90,0
1045,248224,2,296.5,307.6,1512,43.6,92,0
1046,330459,3,296.4,307.5,1403,52.8,94,0
1047,248226,2,296.4,307.5,1331,47.8,99,0
1048,115907,1,296.6,307.7,1474,52.6,101,0
1049,248228,2,296.5,307.6,1607,33.5,104,0
1050,248229,2,296.5,307.6,1415,44.2,106,0
1051,248230,2,296.6,307.6,1671,28.8,108,0
1052,248231,2,296.6,307.7,1556,37.7,110,0
1053,248232,2,296.7,307.7,1927,23.9,112,0
1054,115913,1,296.7,307.7,1597,32.1,114,0
1055,330468,3,296.8,307.8,1627,30.5,117,0
1056,248235,2,296.8,307.8,1480,39.4,122,0
1057,248236,2,296.8,307.8,1565,39.5,124,0
1058,248237,2,296.8,307.8,1573,36.4,126,0
1059,248238,2,296.7,307.8,1605,31.3,128,0
1060,115919,1,296.7,307.9,1874,21.3,130,0
1061,330474,3,296.7,307.9,1424,53.8,133,0
1062,248241,2,296.7,307.9,1420,50.1,138,0
1063,248242,2,296.8,307.9,1372,49,140,0
1064,115923,1,296.8,307.8,1664,32.8,142,0
1065,115924,1,296.8,307.9,1409,44.3,145,0
1066,248245,2,296.8,307.9,1718,25.2,148,0
1067,115926,1,296.9,307.8,1544,40.3,150,0
1068,248247,2,296.9,307.8,1466,45.7,153,0
1069,248248,2,296.8,307.8,1394,47.7,155,0
1070,115929,1,296.9,307.8,1840,24.6,157,0
1071,115930,1,296.9,307.8,1477,37.2,160,0
1072,248251,2,296.9,307.8,1425,49.1,163,0
1073,115932,1,297,307.9,1414,46.2,165,0
1074,248253,2,297,307.8,1414,47.5,168,0
1075,248254,2,297,307.9,1595,31.7,170,0
1076,330489,3,296.9,307.8,1345,54.5,172,0
1077,248256,2,296.9,307.7,1653,35.9,177,0
1078,248257,2,296.8,307.6,1547,36.5,179,0
1079,330492,3,296.9,307.7,1656,30.8,181,0
1080,248259,2,297,307.7,1731,28.5,186,0
1081,248260,2,297,307.8,1774,28,188,0
1082,248261,2,297,307.8,1521,40.2,190,0
1083,330496,3,297.1,307.9,1420,39.8,192,0
1084,248263,2,297,307.8,1683,32.3,197,0
1085,115944,1,297,307.7,1498,47.1,199,0
1086,248265,2,297,307.8,1385,56.4,202,1
1087,248266,2,297,307.9,1455,49,204,0
1088,330501,3,296.9,307.8,1549,35.8,206,1
1089,115948,1,296.9,307.8,1392,43.9,0,0
1090,115949,1,296.9,307.7,2008,17.5,3,0
1091,248270,2,296.9,307.7,1464,41.4,6,0
